text,label,dataset
"When we think about the loss share agreement expiring in May of 2019, what kind of level of related expenses do you think might be able to be cut when the covered loans go away? I mean, I know it might be a bit early, but at least on a conceptual basis, do you think expenses come down meaningfully, or would these maybe be reinvested? How are you thinking about that?",neg,train
"At this time, all participants are in a listen-only mode",neg,train
"Later, we will conduct a question-and-answer session and instructions will follow at that time",neg,train
"[Operator Instructions] And as a reminder, this conference call may be recorded",neg,train
I'll talk a little bit about yield and the NIM for the quarter,neg,train
This quarter we did have a little bit of an usual item affecting the yield on earning assets,neg,train
"Given this significant vision of capital, our Board recently met and authorized a $150 million repurchase program, a share repurchase program",neg,train
"So, with that, I will turn it over to the operator to take any questions",neg,train
And we have $280 million roughly of UPB a year that we can sell but I frankly don't have that number in front of me,neg,train
"Now, I don't really know why they thought that but it did happen",neg,train
"So, it wasn't – I don't think we've really seen a significant shift in mix",neg,train
It was more just that kind of one-off activity by a couple of large customers,neg,train
"Talking about balance sheet growth, fourth quarter was a strong quarter for us on all fronts",neg,train
